clinic_name,description,medical_unit_type,clinic_schedule,primary_phone,secondary_phone,primary_email,website,address,clinic_street,clinic_number,clinic_city,clinic_county,clinic_other_details,facilities,clinic_specialities
Laborator MedLife Iasi,nalizele corecte sunt cel mai important pas spre sanatate. Standardele de excelenta MedLfie se regasesc si in cadrul laboratorului de analize MedLife Iasi. Aveti astfel acces la tehnologie de laborator de ultima ora si o echipa de specialisti cu inalta calificare.,Laborator Analize Medicale,"{""L"": [{""startTime"": ""08:00"", ""endTime"": ""16:00""}], ""Ma"": [{""startTime"": ""08:00"", ""endTime"": ""16:00""}], ""Mi"": [{""startTime"": ""08:00"", ""endTime"": ""16:00""}], ""J"": [{""startTime"": ""08:00"", ""endTime"": ""16:00""}], ""V"": [{""startTime"": ""08:00"", ""endTime"": ""16:00""}], ""S"": [{""startTime"": ""08:00"", ""endTime"": ""13:00""}], ""D"": []}",,,,https://www.medlife.ro,,,,,,,,"[""Medicina de Laborator (Analize medicale)""]"
Laborator MedLife PDR Sfantu Gheorghe,"Laboratorul MedLife-Policlinica de Diagnostic Rapid asigura pacientilor din Sfantu Gheorghe posibilitatea de a efectua rapid analize la cele mai inalte standarde de calitate. Laboratorul acopera urmatoarele tipuri de analize: hematologie, toxicologie, markeri endocrini, virali si tumorali, biologie moleculara, imunologie, alergologie, microbiologie, anatomie patologica.Laboratorul MedLife-Policlinica de Diagnostic Rapid Sfantu Gheorghe este acreditat conform standardelor SREN ISO 15189:2007.",Laborator Analize Medicale,"{""L"": [{""startTime"": ""07:00"", ""endTime"": ""19:00""}], ""Ma"": [{""startTime"": ""07:00"", ""endTime"": ""19:00""}], ""Mi"": [{""startTime"": ""07:00"", ""endTime"": ""19:00""}], ""J"": [{""startTime"": ""07:00"", ""endTime"": ""19:00""}], ""V"": [{""startTime"": ""07:00"", ""endTime"": ""19:00""}], ""S"": [{""startTime"": ""08:00"", ""endTime"": ""13:00""}], ""D"": []}",,,,https://www.medlife.ro,,,,,,,"[""Rezultate analize - online""]","[""Anatomie Patologica"", ""Hematologie"", ""Medicina de Laborator (Analize medicale)""]"
Laborator MedLife Policlinica de diagnostic rapid Brasov,"Pentru a oferi servicii medicale complete, MedLife-Policlinica de Diagnostic Rapid dispune de doua laboratoare, moderne si multiple puncta de recoltare pe teritoriul judetului Brasov si nu numai.Portofoliul laboratoarelor include investigatii care acopera toate domeniile medicinei de laborator: hematologie, toxicologie, biochimie, biologie moleculara, imunologie si serologie, alergologie, microbiologie, anatomie patologica, geneticii.Laboratoarele sunt dotat cu aparatura de ultima generatie care permite efectuarea unei game complete de analize medicale, intr-un timp redus. Calitatea inalta si precizia analizelor este atestata conform standardelor SREN ISO 15189:2007.Pacientii au posibilitatea de a verifica rezultatele analizelor online.",Laborator Analize Medicale,"{""L"": [{""startTime"": ""08:00"", ""endTime"": ""21:00""}], ""Ma"": [{""startTime"": ""08:00"", ""endTime"": ""21:00""}], ""Mi"": [{""startTime"": ""08:00"", ""endTime"": ""21:00""}], ""J"": [{""startTime"": ""08:00"", ""endTime"": ""21:00""}], ""V"": [{""startTime"": ""08:00"", ""endTime"": ""21:00""}], ""S"": [{""startTime"": ""08:00"", ""endTime"": ""13:00""}], ""D"": []}",,,,https://www.medlife.ro,,,,,,,,"[""Medicina de Laborator (Analize medicale)""]"
Laborator MedLife Sama - Calafat,,Laborator Analize Medicale,"{""L"": [{""startTime"": ""08:00"", ""endTime"": ""15:00""}], ""Ma"": [{""startTime"": ""08:00"", ""endTime"": ""15:00""}], ""Mi"": [{""startTime"": ""08:00"", ""endTime"": ""15:00""}], ""J"": [{""startTime"": ""08:00"", ""endTime"": ""15:00""}], ""V"": [{""startTime"": ""08:00"", ""endTime"": ""15:00""}], ""S"": [], ""D"": []}",,,,https://www.medlife.ro,,,,,,,,"[""Medicina de Laborator (Analize medicale)""]"
Laborator MedLife Sama - Craiova,Laboratorul din Craiova este primul laborator din Oltenia acreditat conform standardului european SR EN ISO 17025:2005,Laborator Analize Medicale,"{""L"": [{""startTime"": ""08:30"", ""endTime"": ""19:00""}], ""Ma"": [{""startTime"": ""08:30"", ""endTime"": ""19:00""}], ""Mi"": [{""startTime"": ""08:30"", ""endTime"": ""19:00""}], ""J"": [{""startTime"": ""08:30"", ""endTime"": ""19:00""}], ""V"": [{""startTime"": ""08:30"", ""endTime"": ""19:00""}], ""S"": [], ""D"": []}",,,,https://www.medlife.ro/,,,,,,,,"[""Medicina de Laborator (Analize medicale)""]"
Laborator MedLife Sama - Ramnicu Valcea,,Laborator Analize Medicale,"{""L"": [{""startTime"": ""08:00"", ""endTime"": ""19:00""}], ""Ma"": [{""startTime"": ""08:00"", ""endTime"": ""19:00""}], ""Mi"": [{""startTime"": ""08:00"", ""endTime"": ""19:00""}], ""J"": [{""startTime"": ""08:00"", ""endTime"": ""19:00""}], ""V"": [{""startTime"": ""08:00"", ""endTime"": ""19:00""}], ""S"": [], ""D"": []}",,,,https://www.medlife.ro,,,,,,,,"[""Medicina de Laborator (Analize medicale)""]"
Laborator MedLife Sama - Slatina,,Laborator Analize Medicale,"{""L"": [{""startTime"": ""08:00"", ""endTime"": ""15:00""}], ""Ma"": [{""startTime"": ""08:00"", ""endTime"": ""15:00""}], ""Mi"": [{""startTime"": ""08:00"", ""endTime"": ""15:00""}], ""J"": [{""startTime"": ""08:00"", ""endTime"": ""15:00""}], ""V"": [{""startTime"": ""08:00"", ""endTime"": ""15:00""}], ""S"": [], ""D"": []}",,,,https://www.medlife.ro,,,,,,,,"[""Medicina de Laborator (Analize medicale)""]"
Laborator MedLife Spitalul de Pediatrie,"Pentru a fi mai aproape de micii pacienti, MedLife ofera in cadrul Spitalului de Pediatrie o gama complexa de analize de laborator. Laboratorul realizeaza rapid urmatoarele tipuri de analize: hematologie, biochimie, markerii infectiosi si anticorpii heterofili, microbiologie, parazitologie. Totodata, aici se recolteaza probe pentru toate analizele din portofoliul MedLife.",Laborator Analize Medicale,,,,,https://www.medlife.ro,,,,,,,"[""Rezultate analize - online""]","[""Hematologie"", ""Medicina de Laborator (Analize medicale)""]"
Laborator MedLife Timisoara,"Laboratorul MedLife Timisoara, cel mai complex centru de analize si recoltare al retelei MedLife din vestul tarii, infiintat in martie 2008. Laboratorul dispune de aparatura de ultima generatie si prezinta garantia calitatii prin implementarea standardului ISO 15189 si control intern si extern al calitatii rezultatelor.",Laborator Analize Medicale,"{""L"": [{""startTime"": ""07:00"", ""endTime"": ""20:00""}], ""Ma"": [{""startTime"": ""07:00"", ""endTime"": ""20:00""}], ""Mi"": [{""startTime"": ""07:00"", ""endTime"": ""20:00""}], ""J"": [{""startTime"": ""07:00"", ""endTime"": ""20:00""}], ""V"": [{""startTime"": ""07:00"", ""endTime"": ""20:00""}], ""S"": [{""startTime"": ""08:00"", ""endTime"": ""14:00""}], ""D"": []}",,,,https://www.medlife.ro,,,,,,,"[""Rezultate analize - online""]","[""Anatomie Patologica"", ""Hematologie"", ""Medicina de Laborator (Analize medicale)""]"
Laborator MedLife Ultratest,,Laborator Analize Medicale,"{""L"": [{""startTime"": ""08:00"", ""endTime"": ""15:00""}], ""Ma"": [{""startTime"": ""08:00"", ""endTime"": ""15:00""}], ""Mi"": [{""startTime"": ""08:00"", ""endTime"": ""15:00""}], ""J"": [{""startTime"": ""08:00"", ""endTime"": ""15:00""}], ""V"": [{""startTime"": ""08:00"", ""endTime"": ""15:00""}], ""S"": [], ""D"": []}",,,,https://www.medlife.ro,,,,,,,,"[""Medicina de Laborator (Analize medicale)""]"
Laborator Professional Klinic,,Laborator Analize Medicale,"{""L"": [{""startTime"": ""08:00"", ""endTime"": ""20:00""}], ""Ma"": [{""startTime"": ""08:00"", ""endTime"": ""20:00""}], ""Mi"": [{""startTime"": ""08:00"", ""endTime"": ""20:00""}], ""J"": [{""startTime"": ""08:00"", ""endTime"": ""20:00""}], ""V"": [{""startTime"": ""08:00"", ""endTime"": ""20:00""}], ""S"": [], ""D"": []}",,,office@akhmedical.ro,https://www.professionalklinic.ro,Bvd. Matei Basarab nr. 108 bloc 74 Parter Sector 3 Bucuresti,,,,,,,"[""Medicina de Laborator (Analize medicale)""]"
Laborator Psihologie Gabriel Costache,"CABINET INDIVIDUAL DE PSIHOLOGIE cu drept de libera practica in specializarile- psihologie clinica- psihologia transporturilor- psihologia muncii si organizationala- psihologia pentru aparare, ordine publica si siguranta nationala",Cabinet Psihologie si/sau Psihoterapie,,,,gabriel.costache@laboratorpsihologie.ro,http://laboratorpsihologie.ro,"Calea Bucuresti Nr. 214Giurgiu, Mihailesti",,,,,,,"[""Psihologie""]"
Laborator Romgermed  - Vlad Tepes,"Reteaua de laboratoare Romgermed efectueaza o gama extinsa de analize medicale,  in cadrul departamentelor de Biochimie, Hematologie, Microbiologie, Imunologie si Citologie.Datorita personalului medical ce detine o vasta experienta in domeniu, cat si a echipamentelor performante cu care sunt dotate laboratoarele, asiguram un diagnostic corect si rapid.Calitatea superioara cat si precizia analizelor efectuate, este atestata conform implementarii standardului SR EN ISO 15189:2013 LM 1059.De asemenea, am conceput un sistem  performant de informatizare si logistica pentru colectarea rapida a probelor si furnizarea prompta a rezultatelor catre pacienti. ?in cadrul laboratoarelor noastre puteti beneficia de analize gratuite cu bilet de trimitere din partea medicului de familie/specialist, aflat in contract cu Casa de asigurari de sanatate a Municipiului Bucuresti.",Laborator Analize Medicale,"{""L"": [{""startTime"": ""09:00"", ""endTime"": ""21:00""}], ""Ma"": [{""startTime"": ""09:00"", ""endTime"": ""21:00""}], ""Mi"": [{""startTime"": ""09:00"", ""endTime"": ""21:00""}], ""J"": [{""startTime"": ""09:00"", ""endTime"": ""21:00""}], ""V"": [{""startTime"": ""09:00"", ""endTime"": ""21:00""}], ""S"": [], ""D"": []}",,,,,,,,,,,,"[""Medicina de Laborator (Analize medicale)""]"
Laborator Romgermed - Miron Costin,"Reteaua de laboratoare Romgermed efectueaza o gama extinsa de analize medicale,  in cadrul departamentelor de Biochimie, Hematologie, Microbiologie, Imunologie si Citologie.Datorita personalului medical ce detine o vasta experienta in domeniu, cat si a echipamentelor performante cu care sunt dotate laboratoarele, asiguram un diagnostic corect si rapid.SR EN ISO 15189:2013.De asemenea, am conceput un sistem  performant de informatizare si logistica pentru colectarea rapida a probelor si furnizarea prompta a rezultatelor catre pacienti. ?in cadrul laboratoarelor noastre puteti beneficia de analize gratuite cu bilet de trimitere din partea medicului de familie/specialist, aflat in contract cu Casa de asigurari de sanatate a Municipiului Bucuresti.",Laborator Analize Medicale,"{""L"": [{""startTime"": ""08:00"", ""endTime"": ""19:30""}], ""Ma"": [{""startTime"": ""08:00"", ""endTime"": ""19:30""}], ""Mi"": [{""startTime"": ""08:00"", ""endTime"": ""19:30""}], ""J"": [{""startTime"": ""08:00"", ""endTime"": ""19:30""}], ""V"": [{""startTime"": ""08:00"", ""endTime"": ""19:30""}], ""S"": [], ""D"": []}",,,,,,,,,,,,"[""Medicina de Laborator (Analize medicale)""]"
Laborator Romgermed Ion Mihalache,"Avand o experienta de 16 ani in domeniul medical,  Grupul Medical Romgermed detine in Bucuresti o retea extinsa de puncte de recoltare pentru analize medicale de laborator, ce ofera: Analize medicale gratuite*, Analize medicale, altele decat cele decontate de CASMB, Gama extinsa de analize medicale de laborator, Personal medical specializat in recoltarea  probelor atat de la adulti cat si de la copii, Rapiditate în furnizarea rezultatelor, Aparatura de laborator de ultima generatie.",Laborator Analize Medicale,"{""L"": [{""startTime"": ""08:00"", ""endTime"": ""13:00""}], ""Ma"": [{""startTime"": ""08:00"", ""endTime"": ""13:00""}], ""Mi"": [{""startTime"": ""08:00"", ""endTime"": ""13:00""}], ""J"": [{""startTime"": ""08:00"", ""endTime"": ""13:00""}], ""V"": [{""startTime"": ""08:00"", ""endTime"": ""13:00""}], ""S"": [], ""D"": []}",,,,,,,,,,,,"[""Medicina de Laborator (Analize medicale)""]"
Laborator Romgermed Plevnei - Bucuresti,"Inca de la inceputul activitatii ne-am angajat sa fim printre cei mai buni in domeniul serviciilor medicale private. Am reusit prin furnizarea de asistenta medicala de calitate si servicii complete, prin respectarea dreptului fiecarui pacient la un diagnostic corect si la un plan de tratament adecvat. Deviza noastra, ""Sanatate pentru toti!"", ne aminteste de rolul asumat in imbunatatirea sanatatii comunitatii in care ne desfasuram activitatea prin asigurarea unui acces eficient al pacientilor la ingrijire medicala accesibila si de calitate.",Laborator Analize Medicale,"{""L"": [{""startTime"": ""10:00"", ""endTime"": ""18:00""}], ""Ma"": [{""startTime"": ""10:00"", ""endTime"": ""18:00""}], ""Mi"": [{""startTime"": ""10:00"", ""endTime"": ""18:00""}], ""J"": [{""startTime"": ""10:00"", ""endTime"": ""18:00""}], ""V"": [{""startTime"": ""10:00"", ""endTime"": ""18:00""}], ""S"": [], ""D"": []}",,,office@clinicaromgermed.ro,http://www.clinicaromgermed.ro,Calea Plevnei nr. 137C sector 6 Bucuresti,,,,,,"[""Rezultate analize - online""]","[""Medicina de Laborator (Analize medicale)""]"
Laborator Romgermed Pravat,Punct de recoltare analize medicale.,Laborator Analize Medicale,"{""L"": [{""startTime"": ""07:30"", ""endTime"": ""12:00""}], ""Ma"": [{""startTime"": ""07:30"", ""endTime"": ""12:00""}], ""Mi"": [{""startTime"": ""07:30"", ""endTime"": ""12:00""}], ""J"": [{""startTime"": ""07:30"", ""endTime"": ""12:00""}], ""V"": [{""startTime"": ""07:30"", ""endTime"": ""12:00""}], ""S"": [], ""D"": []}",,,,,,,,,,,,"[""Medicina de Laborator (Analize medicale)""]"
Laborator Romgermed Tei,"Reteaua de laboratoare Romgermed efectueaza o gama extinsa de analize medicale,  in cadrul departamentelor de Biochimie, Hematologie, Microbiologie, Imunologie, Citologie si Anatomie Patologica.Datorita personalului medical ce detine o vasta experienta in domeniu, cat si a echipamentelor performante cu care sunt dotate laboratoarele, asiguram un diagnostic corect si rapid.Calitatea superioara cat si precizia analizelor efectuate, este atestata conform standardului SR EN ISO 15189:2013 LM 988.De asemenea, am conceput un sistem  performant de informatizare si logistica pentru colectarea rapida a probelor si furnizarea prompta a rezultatelor catre pacienti. ?in cadrul laboratoarelor noastre puteti beneficia de analize gratuite cu bilet de trimitere din partea medicului de familie/specialist, aflat in contract cu Casele de Sanatate judetene si ale Muncicipiului Bucuresti",Laborator Analize Medicale,"{""L"": [{""startTime"": ""09:00"", ""endTime"": ""20:00""}], ""Ma"": [{""startTime"": ""09:00"", ""endTime"": ""20:00""}], ""Mi"": [{""startTime"": ""09:00"", ""endTime"": ""20:00""}], ""J"": [{""startTime"": ""09:00"", ""endTime"": ""20:00""}], ""V"": [{""startTime"": ""09:00"", ""endTime"": ""20:00""}], ""S"": [], ""D"": []}",,,,,,,,,,,,"[""Medicina de Laborator (Analize medicale)""]"
Laborator Royalmed,"Laboratorul are in dotare o aparatura medicala moderna, complet computerizata (care permite transmiterea automatizata a cererilor de analiza spre aparate si a rezultatelor catre serverul central al bazei de date) si o echipa profesionista, compusa din personal calificat si dedicat pacientului, creandu-se un sistem de valori bazat pe calitate si satisfacere a nevoilor clientilor nostri.",Laborator Analize Medicale,"{""L"": [{""startTime"": ""07:30"", ""endTime"": ""17:00""}], ""Ma"": [{""startTime"": ""07:30"", ""endTime"": ""17:00""}], ""Mi"": [{""startTime"": ""07:30"", ""endTime"": ""17:00""}], ""J"": [{""startTime"": ""07:30"", ""endTime"": ""17:00""}], ""V"": [{""startTime"": ""07:30"", ""endTime"": ""17:00""}], ""S"": [], ""D"": []}",,,receptie@royalmed.ro,http://www.royalmed.ro,"Str. Zavoiului nr. 1 bl. F10 sc. 3 parterCalarasi, Calarasi",,,,,,,"[""Hematologie"", ""Medicina de Laborator (Analize medicale)""]"
Laborator Sfantul Ioan - Baia Mare,,Laborator Analize Medicale,"{""L"": [{""startTime"": ""07:00"", ""endTime"": ""20:00""}], ""Ma"": [{""startTime"": ""07:00"", ""endTime"": ""20:00""}], ""Mi"": [{""startTime"": ""07:00"", ""endTime"": ""20:00""}], ""J"": [{""startTime"": ""07:00"", ""endTime"": ""20:00""}], ""V"": [{""startTime"": ""07:00"", ""endTime"": ""20:00""}], ""S"": [{""startTime"": ""08:00"", ""endTime"": ""14:00""}], ""D"": []}",,,contact@policlinicasfantulioan.ro,https://policlinica-baiamare.ro,"Strada Banatului, nr 1Maramures, Baia Mare",,,,,,,"[""Medicina de Laborator (Analize medicale)""]"
Laborator si Centru de Recoltare Hipocrat - Vidra,"Clinica Medicala HIPOCRAT, infiintata in 1996, a devenit unul dintre cei mai mari furnizori de servicii medicale private de tip ambulator, spital si laborator si ofera servicii de inalta calitate pacientilor din Bucuresti, Ilfov, Giurgiu si Prahova. Avand in cadrul centrelor sale echipe de medici profesionisti , aparatura medicala de ultima generatie, si dotari in conformitate cu ultimele standarde nationale si internationale, am dezvoltat in permanenta dorinta de a satisface cele mai exigente si mai complexe solicitari medicale. Obiectivul nostru este ingrijirea sanatatii dumneavoastra si imbunatatirea permanenta a calitatii serviciilor medicale oferite. Satisfactia pacientilor este prioritara pentru noi.",Laborator Analize Medicale,"{""L"": [{""startTime"": ""07:00"", ""endTime"": ""19:00""}], ""Ma"": [{""startTime"": ""07:00"", ""endTime"": ""19:00""}], ""Mi"": [{""startTime"": ""07:00"", ""endTime"": ""19:00""}], ""J"": [{""startTime"": ""07:00"", ""endTime"": ""19:00""}], ""V"": [{""startTime"": ""07:00"", ""endTime"": ""19:00""}], ""S"": [], ""D"": []}",,,hipocrat2000@hipocrat2000.ro,http://www.hipocrat2000.ro,"Str. Principala nr. 24Ilfov, Vidra",,,,,,"[""Rezultate analize - online""]","[""Medicina de Laborator (Analize medicale)""]"
Laborator si centru de recoltare Ploiesti Cantacuzino,Program de recoltare Papanicolaou si alte probe ginecologice:,Laborator Analize Medicale,"{""L"": [{""startTime"": ""07:00"", ""endTime"": ""14:30""}], ""Ma"": [{""startTime"": ""07:00"", ""endTime"": ""14:30""}], ""Mi"": [{""startTime"": ""07:00"", ""endTime"": ""14:30""}], ""J"": [{""startTime"": ""07:00"", ""endTime"": ""14:30""}], ""V"": [{""startTime"": ""07:00"", ""endTime"": ""14:30""}], ""S"": [], ""D"": []}",,,,https://www.synevo.ro,,,,,,,,"[""Medicina de Laborator (Analize medicale)""]"
Laborator si Centru de Recoltare Synevo Constanta,"In momentul de fata SYNEVO este cel mai mare furnizor de servicii medicale de laborator din Romania avand 12 laboratoare de analize medicale in Bucuresti si in judetele Constanta, Cluj, Dolj, Iasi, Satu-Mare, Suceava, Timis, Brasov. SYNEVO ofera peste 1.000 de investigatii diferite de laborator precum hematologie, chimie, microbiologie, imunologie, alergologie, toxicologie si biologie moleculara. Peste 100 de centre si laboratoare de analize medicale private colaboreaza cu SYNEVO. Zilnic, in laboratoarele SYNEVO ROMANIA trec pragul peste 2.500 de pacienti, efectuandu-se in medie 23.000 de teste.",Laborator Analize Medicale,"{""L"": [{""startTime"": ""08:00"", ""endTime"": ""17:00""}], ""Ma"": [{""startTime"": ""08:00"", ""endTime"": ""17:00""}], ""Mi"": [{""startTime"": ""08:00"", ""endTime"": ""17:00""}], ""J"": [{""startTime"": ""08:00"", ""endTime"": ""17:00""}], ""V"": [{""startTime"": ""08:00"", ""endTime"": ""17:00""}], ""S"": [], ""D"": []}",,,office@synevo.ro,http://www.synevo.ro,"B-dul Tomis nr. 145Constanta, Constanta",,,,,,"[""Rezultate analize - online""]","[""Medicina de Laborator (Analize medicale)""]"
Laborator si centru de recoltare Synevo Oradea,Program de recoltare Papanicolaou si alte probe ginecologice:,Laborator Analize Medicale,"{""L"": [{""startTime"": ""07:30"", ""endTime"": ""16:00""}], ""Ma"": [{""startTime"": ""07:30"", ""endTime"": ""16:00""}], ""Mi"": [{""startTime"": ""07:30"", ""endTime"": ""16:00""}], ""J"": [{""startTime"": ""07:30"", ""endTime"": ""16:00""}], ""V"": [{""startTime"": ""07:30"", ""endTime"": ""16:00""}], ""S"": [{""startTime"": ""07:30"", ""endTime"": ""12:00""}], ""D"": []}",,,,https://www.synevo.ro,,,,,,,,"[""Medicina de Laborator (Analize medicale)""]"
Laborator si centru de recoltare Synevo Sibiu,Program de recoltare Papanicolaou si alte probe ginecologice:,Centru de recoltare,"{""L"": [{""startTime"": ""07:00"", ""endTime"": ""17:00""}], ""Ma"": [{""startTime"": ""07:00"", ""endTime"": ""17:00""}], ""Mi"": [{""startTime"": ""07:00"", ""endTime"": ""17:00""}], ""J"": [{""startTime"": ""07:00"", ""endTime"": ""17:00""}], ""V"": [{""startTime"": ""07:00"", ""endTime"": ""17:00""}], ""S"": [{""startTime"": ""08:00"", ""endTime"": ""12:00""}], ""D"": []}",,,,https://www.synevo.ro,,,,,,,,"[""Medicina de Laborator (Analize medicale)""]"
Laborator si Centru de Recoltare Synevo Suceava,"In momentul de fata SYNEVO este cel mai mare furnizor de servicii medicale de laborator din Romania avand 12 laboratoare de analize medicale in Bucuresti si in judetele Constanta, Cluj, Dolj, Iasi, Satu-Mare, Suceava, Timis, Brasov. SYNEVO ofera peste 1.000 de investigatii diferite de laborator precum hematologie, chimie, microbiologie, imunologie, alergologie, toxicologie si biologie moleculara. Peste 100 de centre si laboratoare de analize medicale private colaboreaza cu SYNEVO. Zilnic, in laboratoarele SYNEVO ROMANIA trec pragul peste 2.500 de pacienti, efectuandu-se in medie 23.000 de teste.",Laborator Analize Medicale,"{""L"": [{""startTime"": ""08:00"", ""endTime"": ""18:00""}], ""Ma"": [{""startTime"": ""08:00"", ""endTime"": ""18:00""}], ""Mi"": [{""startTime"": ""08:00"", ""endTime"": ""18:00""}], ""J"": [{""startTime"": ""08:00"", ""endTime"": ""18:00""}], ""V"": [{""startTime"": ""08:00"", ""endTime"": ""18:00""}], ""S"": [{""startTime"": ""08:00"", ""endTime"": ""13:00""}], ""D"": []}",,,office@synevo.ro,http://www.synevo.ro,"B-dul 1 Decembrie 1918 nr. 21Suceava, Suceava",,,,,,"[""Rezultate analize - online""]","[""Medicina de Laborator (Analize medicale)""]"
Laborator si Centru de Recoltare Synevo Timisoara,"In momentul de fata SYNEVO este cel mai mare furnizor de servicii medicale de laborator din Romania avand 12 laboratoare de analize medicale in Bucuresti si in judetele Constanta, Cluj, Dolj, Iasi, Satu-Mare, Suceava, Timis, Brasov. SYNEVO ofera peste 1.000 de investigatii diferite de laborator precum hematologie, chimie, microbiologie, imunologie, alergologie, toxicologie si biologie moleculara. Peste 100 de centre si laboratoare de analize medicale private colaboreaza cu SYNEVO. Zilnic, in laboratoarele SYNEVO ROMANIA trec pragul peste 2.500 de pacienti, efectuandu-se in medie 23.000 de teste.",Laborator Analize Medicale,"{""L"": [{""startTime"": ""07:00"", ""endTime"": ""17:00""}], ""Ma"": [{""startTime"": ""07:00"", ""endTime"": ""17:00""}], ""Mi"": [{""startTime"": ""07:00"", ""endTime"": ""17:00""}], ""J"": [{""startTime"": ""07:00"", ""endTime"": ""17:00""}], ""V"": [{""startTime"": ""07:00"", ""endTime"": ""17:00""}], ""S"": [{""startTime"": ""08:00"", ""endTime"": ""12:00""}], ""D"": []}",,,office@synevo.ro,http://www.synevo.ro,"Str. Simion Barnutiu, nr. 21Timis, Timisoara",,,,,,"[""Rezultate analize - online""]","[""Medicina de Laborator (Analize medicale)""]"
Laborator si Punct de Recoltare Sfanta Maria - Braila,,Laborator Analize Medicale,"{""L"": [{""startTime"": ""07:30"", ""endTime"": ""12:00""}], ""Ma"": [{""startTime"": ""07:30"", ""endTime"": ""12:00""}], ""Mi"": [{""startTime"": ""07:30"", ""endTime"": ""12:00""}], ""J"": [{""startTime"": ""07:30"", ""endTime"": ""12:00""}], ""V"": [{""startTime"": ""07:30"", ""endTime"": ""12:00""}], ""S"": [], ""D"": []}",,,braila@laboratoarelesfantamaria.ro,https://www.laboratoarelesfantamaria.ro,"Calea Galati Nr. 8 Bl.11Braila, Braila",,,,,,"[""Rezultate analize - online""]","[""Medicina de Laborator (Analize medicale)""]"
Laborator si Punct de Recoltare Sfanta Maria - Craiova,aboratorul Sfanta Maria Craiova s-a infiintat in anul 2002 si a detinut de-a lungul timpului pozitii fruntase la evaluarea de catre casa judeteana de sanatate din punct de vedere tehnic a laboratoarelor de analize medicale.,Laborator Analize Medicale,"{""L"": [{""startTime"": ""08:00"", ""endTime"": ""11:00""}], ""Ma"": [{""startTime"": ""08:00"", ""endTime"": ""11:00""}], ""Mi"": [{""startTime"": ""08:00"", ""endTime"": ""11:00""}], ""J"": [{""startTime"": ""08:00"", ""endTime"": ""11:00""}], ""V"": [{""startTime"": ""08:00"", ""endTime"": ""11:00""}], ""S"": [], ""D"": []}",,,craiova@laboratoarelesfantamaria.ro,https://www.laboratoarelesfantamaria.ro,"Str. Gheorghe Doja nr. 7ADolj, Craiova",,,,,,"[""Rezultate analize - online""]","[""Medicina de Laborator (Analize medicale)""]"
Laborator si Punct de Recoltare Sfanta Maria - Gherghel,"Laboratorul Sfanta Maria Gherghel efectueaza o gama larga de analize medicale, la standarde de inalta calitate, cu ajutorul unui colectiv de specialisti (medici primari, medici specialisti, biochimisti, biologi, asistenti medicali) cu experienta vasta si profesionalism dovedite, care cunosc si aplica metode noi de testare, si utilizeaza echipamente de analiza performante.",Laborator Analize Medicale,"{""L"": [{""startTime"": ""08:00"", ""endTime"": ""16:00""}], ""Ma"": [{""startTime"": ""08:00"", ""endTime"": ""16:00""}], ""Mi"": [{""startTime"": ""08:00"", ""endTime"": ""16:00""}], ""J"": [{""startTime"": ""08:00"", ""endTime"": ""16:00""}], ""V"": [{""startTime"": ""08:00"", ""endTime"": ""16:00""}], ""S"": [], ""D"": []}",,,gherghel@laboratoarelesfantamaria.ro,https://www.laboratoarelesfantamaria.ro,"Str. Vasile Gherghel, Nr. 9 Sector 1 Bucuresti",,,,,,"[""Rezultate analize - online""]","[""Medicina de Laborator (Analize medicale)""]"
Laborator si Punct de Recoltare Sfanta Maria - Targu Jiu,Laboratorul Sfanta Maria Targu Jiu s-a inaugurat in luna iunie 2018 si isi propune sa fie alaturi de locuitorii acestui municipiu prin oferte personalizate care sa tina cont de nevoia fiecaruia.,Laborator Analize Medicale,"{""L"": [{""startTime"": ""07:30"", ""endTime"": ""11:00""}], ""Ma"": [{""startTime"": ""07:30"", ""endTime"": ""11:00""}], ""Mi"": [{""startTime"": ""07:30"", ""endTime"": ""11:00""}], ""J"": [{""startTime"": ""07:30"", ""endTime"": ""11:00""}], ""V"": [{""startTime"": ""07:30"", ""endTime"": ""11:00""}], ""S"": [], ""D"": []}",,,laborator_tgjiu@laboratoarelesfantamaria.ro,https://www.laboratoarelesfantamaria.ro,"Str. Geneva, nr. 9Gorj, Targu Jiu",,,,,,"[""Rezultate analize - online""]","[""Medicina de Laborator (Analize medicale)""]"
